"SRC_SYSTEM","SCENARIO","BUSINESS_DT","DT","PLANT_PRODUCT_ID","BP","PLAN","PPR","FORECAST","FACT"
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-15,[MENGE_04_2-_01-V],0.80800,0.67100,0.66800,,0.57600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-16,[MENGE_04_2-_01-V],0.71900,0.59700,0.59500,,0.56400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-17,[MENGE_04_2-_01-V],0.71100,0.59100,0.58800,,0.56500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-18,[MENGE_04_2-_01-V],0.72800,0.60500,0.60300,,0.57600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-19,[MENGE_04_2-_01-V],0.75700,0.62900,0.41000,,0.59600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-20,[MENGE_04_2-_01-V],0.76100,0.63200,0.41200,,0.59900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-21,[MENGE_04_2-_01-V],0.77100,0.64100,0.41800,,0.59800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-22,[MENGE_04_2-_01-V],0.75600,0.62900,0.41000,,0.57700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-23,[MENGE_04_2-_01-V],0.82700,0.68700,0.44800,,0.65800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-24,[MENGE_04_2-_01-V],0.82300,0.68300,1.31800,,0.67600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-25,[MENGE_04_2-_01-V],0.76000,0.63200,1.21800,,0.61300
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-26,[MENGE_04_2-_01-V],0.76200,0.63400,1.22200,,0.61300
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-27,[MENGE_04_2-_01-V],0.77500,0.64400,1.24100,0.66200,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-28,[MENGE_04_2-_01-V],0.77500,0.64400,0.33900,0.66200,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-29,[MENGE_04_2-_01-V],0.77500,0.64400,0.33900,0.66200,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-30,[MENGE_04_2-_01-V],0.77500,0.64400,0.33900,0.66200,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-31,[MENGE_04_2-_01-V],0.77500,0.64400,0.33900,0.66200,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-01,[MENGE_04_4-_01-M],9.08100,7.67000,8.05700,,6.77100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-02,[MENGE_04_4-_01-M],9.05200,7.64600,8.03200,,6.89500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-03,[MENGE_04_4-_01-M],8.99100,7.59400,7.97700,,7.43100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-04,[MENGE_04_4-_01-M],8.87200,7.49400,7.87200,,6.76000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-05,[MENGE_04_4-_01-M],9.09300,7.68100,8.06800,,6.94400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-06,[MENGE_04_4-_01-M],8.85300,7.47700,7.85500,,6.86500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-07,[MENGE_04_4-_01-M],9.44000,7.97300,8.37600,,7.28700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-08,[MENGE_04_4-_01-M],8.81900,7.44900,7.82500,,6.70400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-09,[MENGE_04_4-_01-M],8.84600,7.47200,7.84900,,6.77700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-10,[MENGE_04_4-_01-M],8.71500,7.36100,7.73300,,6.74900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-11,[MENGE_04_4-_01-M],8.63800,7.29700,7.66500,,6.69200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-12,[MENGE_04_4-_01-M],8.53000,7.20500,7.56900,,6.48600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-13,[MENGE_04_4-_01-M],8.53000,7.20500,7.56900,,6.33200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-14,[MENGE_04_4-_01-M],9.13900,7.72000,8.10900,,6.68000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-15,[MENGE_04_4-_01-M],8.71500,7.36100,7.73200,,6.20700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-16,[MENGE_04_4-_01-M],8.72400,7.36900,7.74100,,6.65500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-17,[MENGE_04_4-_01-M],9.08100,7.67100,8.05800,,7.03300
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-18,[MENGE_04_4-_01-M],8.56900,7.23800,7.60300,,6.59200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-19,[MENGE_04_4-_01-M],8.93500,7.54700,6.73200,,6.86000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-20,[MENGE_04_4-_01-M],8.89500,7.51400,6.70300,,6.88500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-21,[MENGE_04_4-_01-M],8.94200,7.55300,6.73800,,6.89900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-22,[MENGE_04_4-_01-M],8.81900,7.44900,6.64500,,6.60700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-23,[MENGE_04_4-_01-M],9.70000,8.19300,7.30900,,7.51900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-24,[MENGE_04_4-_01-M],9.55700,8.07300,8.48000,,7.61900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-25,[MENGE_04_4-_01-M],9.11900,7.70300,8.09200,,7.01400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-26,[MENGE_04_4-_01-M],8.66900,7.32200,7.69200,,6.66800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-27,[MENGE_04_4-_01-M],9.08100,7.67000,8.05700,7.45600,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-28,[MENGE_04_4-_01-M],9.08100,7.67000,6.39500,7.45600,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-29,[MENGE_04_4-_01-M],9.08100,7.67000,6.39500,7.45600,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-30,[MENGE_04_4-_01-M],9.08100,7.67000,6.39500,7.45600,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-31,[MENGE_04_4-_01-M],9.08100,7.67000,6.39500,7.45600,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-01,[MENGE_04_4-_01-V],4.79000,4.04600,4.25000,,3.57200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-02,[MENGE_04_4-_01-V],4.77900,4.03700,4.24000,,3.64100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-03,[MENGE_04_4-_01-V],4.73900,4.00300,4.20500,,3.91700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-04,[MENGE_04_4-_01-V],4.66000,3.93700,4.13500,,3.55100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-05,[MENGE_04_4-_01-V],4.76900,4.02900,4.23200,,3.64300
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-06,[MENGE_04_4-_01-V],4.63000,3.91100,4.10900,,3.59200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-07,[MENGE_04_4-_01-V],4.97400,4.20200,4.41400,,3.84000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-08,[MENGE_04_4-_01-V],4.65800,3.93400,4.13300,,3.54100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-09,[MENGE_04_4-_01-V],4.66700,3.94300,4.14200,,3.57600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-10,[MENGE_04_4-_01-V],4.58100,3.86900,4.06500,,3.54800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-11,[MENGE_04_4-_01-V],4.55300,3.84600,4.04000,,3.52700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-12,[MENGE_04_4-_01-V],4.49200,3.79500,3.98600,,3.41600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-13,[MENGE_04_4-_01-V],4.49200,3.79500,3.98600,,3.33500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-14,[MENGE_04_4-_01-V],4.78500,4.04200,4.24600,,3.49700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-15,[MENGE_04_4-_01-V],4.61300,3.89600,4.09300,,3.28600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-16,[MENGE_04_4-_01-V],4.56300,3.85500,4.04900,,3.48100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-17,[MENGE_04_4-_01-V],4.75400,4.01600,4.21900,,3.68200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-18,[MENGE_04_4-_01-V],4.49700,3.79800,3.99000,,3.45900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-19,[MENGE_04_4-_01-V],4.67700,3.95100,3.52400,,3.59100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-20,[MENGE_04_4-_01-V],4.65700,3.93400,3.50900,,3.60500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-21,[MENGE_04_4-_01-V],4.69800,3.96800,3.54000,,3.62500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-22,[MENGE_04_4-_01-V],4.63600,3.91600,3.49300,,3.47300
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-23,[MENGE_04_4-_01-V],5.12200,4.32600,3.85900,,3.97000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-24,[MENGE_04_4-_01-V],5.02400,4.24300,4.45800,,4.00400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-25,[MENGE_04_4-_01-V],4.78200,4.04000,4.24300,,3.67900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-26,[MENGE_04_4-_01-V],4.57800,3.86800,4.06300,,3.52200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-27,[MENGE_04_4-_01-V],4.79000,4.04600,4.25000,3.93300,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-28,[MENGE_04_4-_01-V],4.79000,4.04600,3.37400,3.93300,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-29,[MENGE_04_4-_01-V],4.79000,4.04600,3.37400,3.93300,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-30,[MENGE_04_4-_01-V],4.79000,4.04600,3.37400,3.93300,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-31,[MENGE_04_4-_01-V],4.79000,4.04600,3.37400,3.93300,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-01,[MENGE_05_1-_01-M],3152.21100,3132.95200,3090.52700,,3470.80500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-02,[MENGE_05_1-_01-M],3139.83400,3121.18000,3081.01600,,3507.82900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-03,[MENGE_05_1-_01-M],3118.70500,3100.25400,3060.58300,,3453.30200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-04,[MENGE_05_1-_01-M],3080.07000,3063.00700,3027.08500,,3395.35600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-05,[MENGE_05_1-_01-M],3202.45300,3184.29300,3151.59400,,3469.96500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-06,[MENGE_05_1-_01-M],2692.93600,2672.42400,2604.22600,,3480.15400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-07,[MENGE_05_1-_01-M],3214.80600,3195.93600,3167.96700,,3382.82400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-08,[MENGE_05_1-_01-M],3387.38100,3368.08800,3314.85000,,3655.40700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-09,[MENGE_05_1-_01-M],2683.17400,2664.66800,2609.11000,,3444.04500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-10,[MENGE_05_1-_01-M],3139.80000,3123.70100,3093.13700,,3537.93700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-11,[MENGE_05_1-_01-M],3187.27700,3169.95100,3131.19400,,3569.84500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-12,[MENGE_05_1-_01-M],2777.26400,2756.91800,2688.80300,,3557.73400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-13,[MENGE_05_1-_01-M],2659.20400,2638.96000,2564.09600,,3425.37100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-14,[MENGE_05_1-_01-M],3111.44300,3094.06700,3053.53700,,3421.66800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-15,[MENGE_05_1-_01-M],2769.73500,2749.79800,2680.46200,,3468.83900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-16,[MENGE_05_1-_01-M],3018.11500,3002.02800,2963.72500,,3348.99400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-17,[MENGE_05_1-_01-M],3177.46700,3158.94200,3113.23400,,3491.35200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-18,[MENGE_05_1-_01-M],2663.64500,2640.89900,2553.37200,,3550.01900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-19,[MENGE_05_1-_01-M],2695.69400,2672.50500,2586.22900,,3592.74200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-20,[MENGE_05_1-_01-M],2697.35800,2676.36000,2589.77300,,3577.87500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-21,[MENGE_05_1-_01-M],2730.36600,2708.45200,2624.65400,,3472.69400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-22,[MENGE_05_1-_01-M],2658.88300,2639.02800,2570.36300,,3381.03000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-23,[MENGE_05_1-_01-M],3081.09600,3061.00000,3007.71200,,3466.30400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-24,[MENGE_05_1-_01-M],3161.41400,3144.98000,3370.61000,,3524.30100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-25,[MENGE_05_1-_01-M],3274.68600,3258.44400,3415.82100,,3658.50700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-26,[MENGE_05_1-_01-M],3007.18800,2989.36600,3260.45300,,3448.65800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-27,[MENGE_05_1-_01-M],3152.43600,3133.17700,3383.25300,3130.06700,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-28,[MENGE_05_1-_01-M],3152.43500,3133.17700,3090.76800,3130.06700,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-29,[MENGE_05_1-_01-M],3152.43500,3133.17700,3090.76800,3130.06700,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-30,[MENGE_05_1-_01-M],3152.43600,3133.17700,3090.76800,3130.06700,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-31,[MENGE_05_1-_01-M],3152.43500,3133.17700,3090.76800,3130.06700,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-01,[MENGE_05_1-_01-V],1448.55100,1440.45800,1422.36200,,1582.33100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-02,[MENGE_05_1-_01-V],1448.35900,1440.64000,1423.92500,,1597.66100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-03,[MENGE_05_1-_01-V],1436.10700,1428.24700,1411.53900,,1575.19100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-04,[MENGE_05_1-_01-V],1421.50400,1414.18500,1399.46400,,1551.24500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-05,[MENGE_05_1-_01-V],1471.74400,1464.08800,1450.98200,,1584.45800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-06,[MENGE_05_1-_01-V],1210.42300,1201.65400,1171.02000,,1583.06400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-07,[MENGE_05_1-_01-V],1473.44900,1465.27700,1453.10900,,1540.84700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-08,[MENGE_05_1-_01-V],1552.12700,1543.75700,1520.62800,,1666.38700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-09,[MENGE_05_1-_01-V],1203.32000,1195.16200,1168.66200,,1574.23600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-10,[MENGE_05_1-_01-V],1436.94500,1430.05600,1417.45200,,1609.24700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-11,[MENGE_05_1-_01-V],1457.64500,1450.14600,1433.63400,,1624.06400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-12,[MENGE_05_1-_01-V],1251.96800,1242.82000,1211.79400,,1619.53900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-13,[MENGE_05_1-_01-V],1201.28200,1192.48300,1158.79000,,1567.49400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-14,[MENGE_05_1-_01-V],1432.24600,1424.87300,1408.34000,,1561.29800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-15,[MENGE_05_1-_01-V],1241.08700,1232.49200,1200.91100,,1576.91500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-16,[MENGE_05_1-_01-V],1394.50900,1387.68300,1372.81200,,1531.13300
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-17,[MENGE_05_1-_01-V],1467.38600,1459.53700,1441.33800,,1598.33500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-18,[MENGE_05_1-_01-V],1199.99600,1190.06600,1150.27600,,1620.22200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-19,[MENGE_05_1-_01-V],1212.42700,1202.47500,1163.85100,,1639.66700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-20,[MENGE_05_1-_01-V],1207.22000,1198.15700,1159.52800,,1622.17700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-21,[MENGE_05_1-_01-V],1222.08300,1212.75300,1175.53100,,1573.33500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-22,[MENGE_05_1-_01-V],1200.31700,1191.73700,1160.35400,,1540.23200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-23,[MENGE_05_1-_01-V],1414.94500,1406.47300,1384.52000,,1575.52900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-24,[MENGE_05_1-_01-V],1445.00200,1438.02200,1530.09300,,1602.73800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-25,[MENGE_05_1-_01-V],1500.58300,1493.59200,1558.23600,,1664.08700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-26,[MENGE_05_1-_01-V],1374.80500,1367.34100,1478.57400,,1566.91800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-27,[MENGE_05_1-_01-V],1454.41000,1446.35200,1549.12700,1444.90300,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-28,[MENGE_05_1-_01-V],1454.41000,1446.35200,1428.68100,1444.90300,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-29,[MENGE_05_1-_01-V],1454.41000,1446.35200,1428.68100,1444.90300,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-30,[MENGE_05_1-_01-V],1454.41000,1446.35200,1428.68100,1444.90300,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-31,[MENGE_05_1-_01-V],1454.41000,1446.35200,1428.68100,1444.90300,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-01,[MENGE_05_4],10953.90500,9942.94900,10821.75700,,9630.62300
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-02,[MENGE_05_4],10953.90600,9942.94900,10821.75600,,9665.21000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-03,[MENGE_05_4],10953.90500,9942.94900,10821.75700,,9668.83800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-04,[MENGE_05_4],10953.90600,9942.94900,10821.75600,,9649.83400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-05,[MENGE_05_4],10953.90500,9942.94900,10821.75700,,9604.62100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-06,[MENGE_05_4],10953.90500,9942.94900,10821.75600,,9606.58900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-07,[MENGE_05_4],10953.90500,9942.94900,10821.75700,,9447.78800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-08,[MENGE_05_4],10953.90600,9942.94900,10821.75600,,9611.31200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-09,[MENGE_05_4],10953.90500,9942.94900,10821.76500,,9698.13600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-10,[MENGE_05_4],10953.90600,9942.94900,10821.76500,,9914.35000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-11,[MENGE_05_4],10953.90500,9942.94900,10821.76500,,9914.69300
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-12,[MENGE_05_4],10953.90500,9942.94900,10821.76500,,9910.15700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-13,[MENGE_05_4],10953.90500,9942.94900,10821.76600,,9858.29500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-14,[MENGE_05_4],10953.90600,9942.94900,10821.77400,,9579.35500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-15,[MENGE_05_4],10953.90500,9942.94900,10821.77400,,9545.20300
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-16,[MENGE_05_4],10953.90600,9942.94900,10821.77400,,9655.06400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-17,[MENGE_05_4],10953.90500,9942.94900,10821.77400,,9680.36000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-18,[MENGE_05_4],10953.90500,9942.94900,10821.77400,,9688.60500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-19,[MENGE_05_4],10953.90500,9942.94900,10821.77400,,9691.55400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-20,[MENGE_05_4],10953.90600,9942.94900,10821.77400,,9740.77200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-21,[MENGE_05_4],10953.90500,9942.94900,10821.77400,,9567.55500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-22,[MENGE_05_4],10953.90600,9942.94900,10821.77400,,9581.90800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-23,[MENGE_05_4],10953.90500,9942.94900,10821.77400,,9869.13700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-24,[MENGE_05_4],10953.90500,9942.94900,10821.77400,,9815.68400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-25,[MENGE_05_4],10953.90500,9942.94900,10821.77400,,9905.01500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-26,[MENGE_05_4],10953.90600,9942.94900,10821.77400,,9860.94500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-27,[MENGE_05_4],10953.90500,9942.94900,10821.77400,9932.40100,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-28,[MENGE_05_4],10953.90600,9942.94900,10821.75700,9932.40100,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-29,[MENGE_05_4],10953.90500,9942.94900,10821.75600,9932.40100,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-30,[MENGE_05_4],10953.90500,9942.94900,10821.75700,9932.40100,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-31,[MENGE_05_4],10953.90300,9942.94900,10821.75600,9932.40100,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-01,[MENGE_06_1-_01-P],3943.16600,4011.79800,4024.06900,,4011.62400
